Age,Gender,Department,EducationLevel,WorkMode,ExperienceYears,MonthlySalarySAR,MonthlyHours,PerformanceScore,JobSatisfaction,Promotion
51.0,Female,Operations,Bachelor,Office,20,14248.0,181.0,54,6.0,No
31.0,Male,Sales,Bachelor,Remote,16,15631.141858839972,217.0,67,4.0,No
36.0,Female,HR,Bachelor,Office,31,15014.0,189.0,97,7.0,No
40.94125874125874,Male,Sales,Bachelor,Remote,5,21106.0,165.0,59,7.0,No
24.0,Female,HR,Master,Office,23,8164.0,143.0,85,6.0,No
60.0,Male,Operations,Bachelor,Office,26,11043.0,164.0,82,9.0,No
24.0,Female,Operations,Bachelor,Office,19,10554.0,179.0,72,2.0,No
45.0,Female,HR,Diploma,Office,24,13575.0,121.0,89,10.0,No
23.0,Male,Sales,Diploma,Remote,1,13390.0,150.0,54,8.0,No
52.0,Male,Operations,Bachelor,Remote,8,17475.0,162.0,83,8.0,No
32.0,Female,Finance,Bachelor,Remote,27,14152.0,174.0,73,10.0,No
47.0,Male,Marketing,Master,Hybrid,2,15363.0,179.0,66,4.0,No
49.0,Male,Sales,Diploma,Office,19,15793.0,165.0,80,6.0,No
52.0,Male,HR,Diploma,Office,5,15104.0,193.0,56,6.0,No
40.94125874125874,Male,Sales,Bachelor,Remote,32,17165.0,183.0,66,5.0,No
41.0,Female,IT,Bachelor,Hybrid,0,13450.0,171.0,77,1.0,No
25.0,Female,IT,Diploma,Office,5,21409.0,196.0,87,3.0,No
40.94125874125874,Male,Operations,Bachelor,Remote,33,25437.0,194.0,71,7.0,No
48.0,Male,Sales,Diploma,Office,14,17178.0,144.0,64,8.0,No
42.0,Male,Finance,Bachelor,Office,25,15026.0,179.0,86,2.0,No
41.0,Male,Marketing,Bachelor,Remote,13,16811.0,202.0,64,3.0,No
26.0,Female,Sales,Diploma,Remote,6,9045.0,206.0,99,4.0,No
21.0,Female,IT,Bachelor,Office,30,14810.0,189.0,99,5.0,No
25.0,Male,Operations,Master,Office,23,10709.0,174.0,74,3.0,No
32.0,Male,Marketing,Bachelor,Remote,30,15631.141858839972,191.0,70,5.0,No
46.0,Male,Sales,Master,Office,28,7249.0,200.0,87,8.0,No
54.0,Female,Operations,Diploma,Office,31,12449.0,183.0,51,8.0,No
34.0,Male,Operations,Master,Remote,16,5576.0,186.0,76,2.0,No
46.0,Female,IT,Bachelor,Office,13,8720.0,174.0,98,6.0,No
47.0,Male,IT,Bachelor,Office,23,15597.0,147.0,81,4.0,No
29.0,Female,Operations,Bachelor,Hybrid,26,10090.0,176.0,70,9.0,No
46.0,Male,HR,Master,Remote,24,18787.0,163.0,53,10.0,No
42.0,Female,Operations,Bachelor,Hybrid,31,9707.0,163.0,93,2.0,No
35.0,Male,Marketing,Diploma,Hybrid,17,16040.0,216.0,68,8.0,No
37.0,Male,Operations,Diploma,Hybrid,17,10572.0,204.0,51,1.0,No
46.0,Male,Finance,Master,Office,25,15735.0,138.0,75,6.0,No
56.0,Female,Finance,Bachelor,Office,8,7093.0,153.0,83,10.0,No
21.0,Male,Finance,Master,Hybrid,34,11961.0,171.0,63,1.0,No
28.0,Female,HR,Bachelor,Hybrid,7,10192.0,164.0,64,2.0,Yes
55.0,Female,HR,Bachelor,Hybrid,19,17975.0,188.0,69,3.0,No
35.0,Male,Operations,Diploma,Office,21,16080.0,149.0,83,9.0,No
42.0,Male,Finance,PhD,Hybrid,18,8453.0,204.0,85,5.0,No
34.0,Male,HR,Bachelor,Hybrid,29,13086.0,179.0,68,10.0,No
46.0,Female,IT,Master,Remote,27,10525.0,171.0,58,10.0,Yes
48.0,Male,Operations,Bachelor,Remote,34,18276.0,180.0,56,2.0,No
43.0,Female,Marketing,Bachelor,Office,10,19722.0,170.0,79,10.0,No
34.0,Female,Sales,Bachelor,Remote,30,7513.0,129.0,62,5.0,No
44.0,Male,Operations,Bachelor,Remote,29,17720.0,180.0,76,5.0,No
22.0,Male,Sales,Master,Remote,22,10295.0,172.0,93,1.0,Yes
46.0,Male,Finance,Master,Office,18,12862.0,156.0,84,3.0,Yes
34.0,Male,Sales,Master,Remote,11,14145.0,207.0,62,5.0,No
27.0,Male,Finance,Bachelor,Office,14,22175.0,197.0,64,9.0,No
23.0,Male,IT,Bachelor,Hybrid,30,15631.141858839972,241.0,95,10.0,No
43.0,Female,Sales,Bachelor,Remote,14,17756.0,201.0,58,1.0,No
38.0,Female,Operations,PhD,Office,28,8728.0,164.0,94,8.0,No
58.0,Female,Finance,Diploma,Remote,25,8417.0,157.0,72,1.0,No
55.0,Male,Operations,Bachelor,Hybrid,1,14128.0,168.0,85,9.0,Yes
35.0,Female,HR,Bachelor,Office,19,14098.0,163.0,89,6.0,No
40.94125874125874,Female,Sales,PhD,Office,3,15631.141858839972,142.0,83,8.0,No
48.0,Female,Finance,Bachelor,Hybrid,21,4374.0,196.0,68,5.0,Yes
30.0,Female,Operations,Bachelor,Hybrid,22,15631.141858839972,182.0,77,7.0,No
59.0,Male,IT,Diploma,Hybrid,25,19974.0,193.0,72,7.0,No
37.0,Male,Finance,Bachelor,Office,10,23941.0,151.0,89,7.0,No
59.0,Female,Sales,Bachelor,Hybrid,27,12366.0,186.0,98,6.0,No
42.0,Female,HR,Bachelor,Remote,1,7552.0,212.0,94,8.0,Yes
46.0,Female,Marketing,Master,Hybrid,7,19807.0,158.0,56,9.0,No
45.0,Male,IT,Master,Office,28,17893.0,158.0,90,2.0,No
37.0,Male,HR,Diploma,Remote,10,11800.0,198.0,61,7.0,No
40.0,Male,Operations,Master,Remote,13,10772.0,174.0,95,6.0,No
45.0,Male,Operations,Diploma,Remote,9,12449.0,217.0,64,2.0,No
24.0,Female,Sales,Diploma,Office,34,15422.0,158.0,52,10.0,No
30.0,Male,Operations,Diploma,Remote,8,11453.0,219.0,64,6.0,Yes
23.0,Male,IT,Bachelor,Remote,34,12022.0,172.0,100,2.0,No
38.0,Female,Operations,Diploma,Office,10,16886.0,152.0,73,1.0,No
56.0,Male,Sales,PhD,Office,11,7329.0,195.0,95,7.0,No
42.0,Male,Marketing,Bachelor,Office,2,12308.0,183.0,57,3.0,Yes
54.0,Female,Finance,Bachelor,Remote,13,6458.0,180.0,54,4.0,No
28.0,Male,Finance,Bachelor,Remote,27,14488.0,161.0,100,6.0,No
60.0,Male,Operations,Bachelor,Remote,10,5273.0,183.0,53,5.0,No
39.0,Female,HR,Bachelor,Office,24,18005.0,128.0,63,4.0,No
57.0,Female,Finance,Master,Hybrid,20,8084.0,185.0,65,9.0,No
26.0,Female,Sales,Master,Remote,9,24606.0,212.0,69,6.0,Yes
46.0,Male,Operations,Bachelor,Hybrid,14,12364.0,136.0,73,6.0,Yes
54.0,Female,Sales,Master,Office,18,21700.0,170.0,55,2.0,Yes
26.0,Male,Sales,Master,Remote,21,17200.0,158.0,80,6.0,No
57.0,Female,Operations,Master,Hybrid,20,5350.0,142.0,55,7.0,Yes
53.0,Male,Marketing,Diploma,Remote,31,7956.0,129.0,84,8.0,Yes
42.0,Female,Finance,Diploma,Remote,22,12220.0,150.0,64,8.0,Yes
41.0,Female,Sales,Bachelor,Remote,12,24073.0,174.0,78,9.0,No
26.0,Female,Operations,Bachelor,Hybrid,4,9775.0,209.0,52,10.0,No
26.0,Female,IT,Bachelor,Office,3,9811.0,142.0,60,3.0,No
24.0,Male,Sales,Bachelor,Remote,27,20873.0,187.0,52,10.0,Yes
50.0,Female,IT,Master,Office,13,14877.0,185.0,77,7.0,No
31.0,Female,Marketing,Master,Office,7,18739.0,222.0,59,7.0,No
50.0,Male,HR,Master,Hybrid,8,10728.0,194.0,99,1.0,Yes
51.0,Female,Sales,Bachelor,Hybrid,34,13543.0,196.0,82,8.0,No
44.0,Male,Marketing,Bachelor,Office,20,19920.0,197.0,97,4.0,No
29.0,Female,IT,Bachelor,Remote,17,13348.0,157.0,65,5.0,Yes
23.0,Female,Finance,Diploma,Hybrid,32,19054.0,166.0,59,6.0,Yes
51.0,Female,Finance,Diploma,Remote,7,15631.141858839972,208.0,82,4.0,No
60.0,Male,HR,Bachelor,Remote,16,9322.0,129.0,85,5.0,Yes
57.0,Female,Sales,Bachelor,Remote,30,13927.0,163.0,52,10.0,No
56.0,Female,Sales,Master,Office,33,18416.0,147.0,54,5.0,No
44.0,Female,Sales,Diploma,Remote,5,17012.0,186.0,61,1.0,No
51.0,Male,Marketing,Bachelor,Office,21,13819.0,169.0,93,3.0,No
26.0,Male,Sales,Bachelor,Office,13,5487.0,196.0,62,3.0,No
22.0,Female,Sales,Bachelor,Remote,2,5918.0,177.0,73,1.0,No
40.0,Male,Sales,Bachelor,Remote,11,6875.0,141.0,93,7.0,Yes
48.0,Female,Finance,Bachelor,Remote,11,11703.0,143.0,81,1.0,No
31.0,Female,IT,Bachelor,Remote,1,12303.0,180.0,65,7.0,Yes
24.0,Female,Marketing,Bachelor,Office,1,7361.0,161.0,81,4.0,No
40.94125874125874,Female,Finance,Diploma,Remote,14,18601.0,167.0,94,9.0,No
26.0,Female,Finance,Diploma,Remote,22,8313.0,203.0,86,7.0,Yes
50.0,Female,IT,Bachelor,Office,28,7832.0,199.0,85,4.0,Yes
40.94125874125874,Female,Sales,Master,Hybrid,16,14397.0,225.0,70,7.0,No
22.0,Male,HR,Bachelor,Hybrid,31,18383.0,172.0,96,9.0,No
35.0,Male,IT,Bachelor,Office,6,23247.0,164.0,61,10.0,No
31.0,Male,Finance,Bachelor,Hybrid,29,16621.0,190.0,100,6.0,No
28.0,Male,Operations,Master,Office,27,21109.0,166.0,70,1.0,Yes
40.94125874125874,Male,Marketing,Master,Remote,13,8546.0,167.0,100,6.0,No
25.0,Male,Finance,Bachelor,Remote,29,23719.0,175.0,70,1.0,No
26.0,Male,HR,Bachelor,Hybrid,16,5623.0,221.0,92,4.0,No
46.0,Female,Sales,Master,Remote,31,11733.0,198.0,55,8.0,No
24.0,Female,Finance,Bachelor,Hybrid,5,16523.0,200.0,58,5.0,No
39.0,Female,Sales,Bachelor,Hybrid,23,6777.0,220.0,50,5.0,No
40.0,Female,Operations,Diploma,Remote,5,9828.0,203.0,61,10.0,No
53.0,Male,Finance,Master,Remote,26,9113.0,152.0,63,8.0,No
40.0,Male,IT,Master,Hybrid,17,12604.0,202.0,55,8.0,No
32.0,Female,Sales,Diploma,Remote,23,20397.0,205.0,50,1.0,No
21.0,Female,Operations,Bachelor,Office,23,14076.0,196.0,71,5.0,No
46.0,Male,IT,Bachelor,Remote,33,11916.0,175.0,83,5.0,Yes
58.0,Female,IT,PhD,Office,10,16100.0,179.0,52,1.0,No
57.0,Female,IT,Bachelor,Remote,21,17555.0,156.0,91,7.0,Yes
31.0,Female,Sales,Diploma,Remote,23,6350.0,162.0,55,7.0,No
56.0,Male,Marketing,Bachelor,Hybrid,0,13699.0,198.0,55,9.0,No
33.0,Female,Finance,Bachelor,Remote,17,14869.0,157.0,69,2.0,No
23.0,Female,Finance,Diploma,Remote,11,18341.0,160.0,70,3.0,No
53.0,Male,Operations,Bachelor,Office,27,10739.0,199.0,51,4.0,No
26.0,Male,Operations,Bachelor,Hybrid,6,10061.0,183.0,75,1.0,No
40.94125874125874,Female,Marketing,Diploma,Hybrid,22,11946.0,194.0,80,7.0,No
25.0,Male,Operations,Diploma,Hybrid,20,19780.0,149.0,75,10.0,No
43.0,Female,HR,Bachelor,Remote,33,18697.0,194.0,81,3.0,Yes
30.0,Female,Marketing,Bachelor,Hybrid,10,13904.0,163.0,59,3.0,No
33.0,Female,Marketing,Master,Hybrid,34,3341.0,167.0,55,8.0,Yes
60.0,Female,Finance,PhD,Office,28,17562.0,214.0,72,9.0,No
22.0,Female,Finance,Bachelor,Hybrid,27,8966.0,171.0,77,10.0,No
40.0,Female,Marketing,PhD,Hybrid,17,21952.0,235.0,98,2.0,Yes
21.0,Male,HR,Bachelor,Office,13,9211.0,128.0,79,10.0,No
57.0,Male,HR,Bachelor,Hybrid,17,10163.0,141.0,63,10.0,No
29.0,Female,Marketing,Diploma,Hybrid,27,16531.0,213.0,86,1.0,Yes
37.0,Male,Operations,Diploma,Hybrid,23,16965.0,219.0,81,9.0,No
29.0,Female,Sales,Bachelor,Remote,7,15631.141858839972,158.0,98,6.0,No
31.0,Female,HR,Bachelor,Office,7,15671.0,182.0,83,9.0,Yes
35.0,Female,IT,Bachelor,Hybrid,3,16229.0,198.0,90,6.0,No
44.0,Female,Finance,Bachelor,Office,26,15769.0,174.0,93,2.0,Yes
58.0,Female,Marketing,Bachelor,Office,4,12180.0,184.0,100,4.0,No
55.0,Male,IT,Bachelor,Office,32,16273.0,180.0,71,8.0,No
50.0,Female,Marketing,Bachelor,Hybrid,33,20329.0,143.0,80,3.0,No
51.0,Male,Finance,Master,Hybrid,29,8485.0,171.0,56,1.0,No
25.0,Male,Finance,Master,Office,7,10220.0,180.0,90,8.0,No
34.0,Female,HR,Bachelor,Remote,25,14123.0,183.0,70,1.0,No
31.0,Female,HR,Bachelor,Office,33,9247.0,137.0,65,8.0,No
29.0,Female,IT,Bachelor,Remote,6,5885.0,199.0,69,1.0,No
54.0,Female,Marketing,Master,Office,27,18919.0,183.0,92,9.0,No
32.0,Female,Finance,Bachelor,Office,27,3970.0,154.0,93,9.0,No
55.0,Male,IT,Bachelor,Office,13,12189.0,225.0,96,9.0,Yes
55.0,Female,Sales,Diploma,Hybrid,3,17415.0,171.0,99,3.0,No
21.0,Female,IT,Bachelor,Remote,17,15200.0,173.0,68,4.0,No
60.0,Male,Operations,Bachelor,Remote,24,12257.0,196.0,97,5.0,Yes
42.0,Male,IT,Master,Office,6,9062.0,227.0,81,6.0,No
49.0,Female,Operations,Bachelor,Hybrid,27,15547.0,197.0,64,9.0,No
28.0,Male,Operations,Bachelor,Hybrid,4,9552.0,201.0,54,4.0,No
31.0,Female,Operations,Master,Remote,2,15197.0,155.0,60,6.0,Yes
57.0,Male,Sales,Master,Hybrid,30,14634.0,182.0,64,1.0,No
50.0,Female,IT,Bachelor,Remote,18,11119.0,198.0,99,8.0,Yes
55.0,Male,Sales,Bachelor,Remote,10,23158.0,200.0,94,4.0,Yes
41.0,Male,Finance,Master,Hybrid,2,15612.0,221.0,53,10.0,No
57.0,Male,HR,Diploma,Remote,22,12746.0,126.0,98,7.0,No
25.0,Male,IT,Master,Remote,6,15189.0,164.0,85,4.0,Yes
39.0,Male,HR,Bachelor,Office,22,10515.0,213.0,97,9.0,No
34.0,Male,Marketing,Bachelor,Remote,6,12262.0,145.0,72,4.0,No
46.0,Female,Marketing,Diploma,Remote,33,24764.0,200.0,64,4.0,No
24.0,Female,Sales,Bachelor,Office,18,10547.0,208.0,95,4.0,No
45.0,Male,Marketing,Bachelor,Office,8,13650.0,179.0,93,6.0,Yes
45.0,Female,Marketing,Diploma,Hybrid,17,11948.0,144.0,52,1.0,No
38.0,Female,Finance,Bachelor,Remote,24,9322.0,177.0,81,7.0,Yes
60.0,Female,Finance,PhD,Hybrid,13,15895.0,216.0,59,1.0,No
30.0,Male,Finance,Bachelor,Hybrid,24,14164.0,218.0,89,3.0,No
59.0,Female,Marketing,Bachelor,Office,18,18100.0,185.0,87,8.0,No
60.0,Male,Sales,Diploma,Hybrid,14,17648.0,156.0,71,9.0,No
34.0,Female,Operations,Bachelor,Remote,15,18053.0,223.0,63,3.0,Yes
52.0,Male,Operations,Diploma,Office,26,9868.0,201.0,66,1.0,No
58.0,Male,Sales,Bachelor,Remote,9,16884.0,157.0,70,1.0,No
43.0,Female,Operations,Bachelor,Office,18,9405.0,187.0,97,5.0,Yes
35.0,Male,Finance,Diploma,Remote,27,12566.0,164.0,64,1.0,Yes
53.0,Female,Finance,Bachelor,Office,20,7447.0,189.0,64,4.0,No
45.0,Female,Marketing,Bachelor,Remote,13,17013.0,208.0,50,6.0,No
37.0,Female,HR,Bachelor,Office,32,16993.0,173.0,73,4.0,No
53.0,Male,IT,Master,Hybrid,9,20437.0,210.0,61,7.0,No
22.0,Male,HR,Master,Remote,18,12970.0,136.0,59,7.0,No
34.0,Female,HR,Bachelor,Office,29,16032.0,235.0,95,9.0,No
60.0,Female,Sales,Bachelor,Remote,21,18445.0,181.0,91,1.0,No
60.0,Female,Marketing,Bachelor,Remote,2,10607.0,207.0,91,5.0,No
59.0,Male,Sales,Diploma,Remote,17,9923.0,185.0,80,10.0,No
26.0,Male,HR,Bachelor,Office,10,10747.0,159.0,60,3.0,No
26.0,Female,HR,Bachelor,Hybrid,1,12428.0,179.0,65,4.0,No
23.0,Female,HR,Bachelor,Hybrid,11,10083.0,132.0,58,4.0,No
27.0,Female,Operations,Bachelor,Hybrid,5,10941.0,197.0,96,4.0,No
28.0,Female,Sales,Diploma,Office,28,17964.0,185.0,63,4.0,No
35.0,Female,HR,Bachelor,Hybrid,29,13566.0,175.0,68,1.0,No
49.0,Female,Finance,Diploma,Office,1,15380.0,199.0,80,4.0,Yes
53.0,Male,Marketing,Diploma,Remote,8,11522.0,181.0,58,2.0,No
50.0,Female,Marketing,Master,Remote,1,11226.0,195.0,85,2.0,Yes
59.0,Male,Finance,Diploma,Hybrid,28,15285.0,204.0,88,1.0,No
47.0,Female,Marketing,Bachelor,Office,32,14567.0,166.0,75,8.0,No
56.0,Female,Operations,Diploma,Remote,9,17501.0,159.0,57,4.0,No
49.0,Male,Operations,Master,Office,33,19857.0,137.0,73,6.0,No
58.0,Male,IT,Bachelor,Office,7,10889.0,183.0,57,10.0,No
53.0,Male,IT,Bachelor,Remote,32,17875.0,191.0,68,10.0,No
57.0,Male,IT,Bachelor,Office,5,9141.0,147.0,96,9.0,No
47.0,Female,Marketing,Bachelor,Remote,18,23332.0,216.0,97,5.0,Yes
53.0,Male,Operations,PhD,Remote,31,10462.0,159.0,79,4.0,No
40.94125874125874,Female,Operations,Bachelor,Remote,26,17108.0,127.0,71,6.0,No
42.0,Male,Operations,Master,Office,0,9107.0,217.0,58,8.0,No
22.0,Female,Finance,Master,Remote,32,13316.0,131.0,93,1.0,No
30.0,Female,Operations,Master,Office,31,20956.0,204.0,97,7.0,No
25.0,Female,Finance,Bachelor,Remote,4,15631.141858839972,198.0,53,8.0,No
30.0,Female,IT,Bachelor,Remote,16,23919.0,188.0,86,9.0,No
53.0,Female,IT,Bachelor,Hybrid,7,13976.0,167.0,57,8.0,No
58.0,Female,Marketing,Master,Hybrid,33,18391.0,193.0,50,7.0,No
33.0,Male,IT,Bachelor,Hybrid,8,15631.141858839972,206.0,77,3.0,No
51.0,Female,Marketing,Bachelor,Office,22,16057.0,155.0,55,2.0,Yes
56.0,Male,HR,Bachelor,Office,34,7582.0,204.0,96,3.0,Yes
44.0,Male,HR,Bachelor,Remote,6,11872.0,203.0,85,4.0,Yes
35.0,Female,Sales,Master,Remote,14,19382.0,187.0,60,4.0,No
49.0,Male,Marketing,Diploma,Remote,19,12451.0,167.0,54,4.0,No
28.0,Female,Sales,Master,Remote,24,14625.0,203.0,99,7.0,No
25.0,Male,Sales,Bachelor,Office,2,7037.0,193.0,73,4.0,No
40.94125874125874,Female,HR,Master,Remote,23,11581.0,155.0,96,10.0,No
24.0,Male,Marketing,Bachelor,Remote,33,19054.0,171.0,67,6.0,Yes
32.0,Female,HR,Bachelor,Hybrid,21,8228.0,200.0,69,4.0,No
22.0,Female,Sales,Master,Remote,10,15631.141858839972,183.0,77,6.0,No
47.0,Female,Marketing,Bachelor,Remote,7,14800.0,207.0,62,3.0,No
51.0,Female,Sales,Master,Remote,34,12938.0,171.0,54,1.0,No
56.0,Male,Operations,Bachelor,Office,7,12740.0,155.0,79,10.0,No
56.0,Female,Marketing,Bachelor,Hybrid,26,11790.0,235.0,50,10.0,No
46.0,Male,Marketing,Bachelor,Remote,27,12191.0,138.0,71,5.0,No
40.94125874125874,Male,Sales,Bachelor,Remote,33,18184.0,168.0,67,10.0,No
25.0,Male,Operations,Bachelor,Hybrid,31,12056.0,187.0,95,10.0,No
40.0,Female,Finance,Diploma,Remote,14,22134.0,205.0,54,3.0,No
31.0,Male,HR,Bachelor,Office,16,15631.141858839972,196.0,80,8.0,Yes
30.0,Male,Sales,Diploma,Remote,32,11407.0,238.0,55,10.0,No
60.0,Male,Marketing,PhD,Office,15,18380.0,177.0,76,1.0,No
58.0,Female,HR,PhD,Office,28,16808.0,158.0,74,2.0,Yes
26.0,Female,HR,Bachelor,Remote,8,6556.0,175.0,78,3.0,No
40.94125874125874,Male,Sales,Bachelor,Hybrid,32,9345.0,172.0,77,3.0,No
43.0,Female,Finance,Bachelor,Office,28,13481.0,178.0,65,8.0,No
46.0,Female,IT,Bachelor,Hybrid,12,6874.0,155.0,61,5.0,No
32.0,Male,Sales,Master,Remote,20,23407.0,200.0,69,8.0,No
46.0,Male,IT,Master,Office,20,17700.0,189.0,67,6.0,No
33.0,Female,IT,Bachelor,Remote,4,13940.0,148.0,83,2.0,No
60.0,Male,IT,Master,Hybrid,9,12458.0,204.0,72,4.0,No
38.0,Female,HR,Bachelor,Remote,5,15631.141858839972,160.0,94,9.0,Yes
40.94125874125874,Female,Operations,PhD,Remote,12,5162.0,150.0,76,4.0,No
53.0,Female,HR,Diploma,Office,0,6202.0,182.0,98,5.0,No
60.0,Female,HR,Bachelor,Remote,19,22555.0,136.0,66,5.0,No
32.0,Female,Marketing,Bachelor,Remote,7,21081.0,195.0,97,10.0,No
24.0,Male,IT,Diploma,Office,8,18086.0,154.0,99,6.0,Yes
25.0,Male,HR,Master,Hybrid,2,16279.0,219.0,89,10.0,No
57.0,Female,IT,Diploma,Hybrid,10,16809.0,163.0,80,7.0,Yes
28.0,Female,Marketing,Bachelor,Remote,11,7587.0,167.0,52,6.0,No
48.0,Female,Operations,Bachelor,Office,9,5863.0,212.0,66,5.0,Yes
51.0,Male,Sales,Bachelor,Remote,24,19322.0,160.0,99,5.0,No
29.0,Female,IT,Bachelor,Hybrid,24,5093.0,199.0,75,3.0,No
49.0,Male,Operations,Bachelor,Office,10,13333.0,209.0,72,7.0,No
34.0,Female,Sales,Diploma,Hybrid,25,12345.0,192.0,55,10.0,No
60.0,Female,Finance,Diploma,Hybrid,13,11929.0,144.0,77,5.0,No
31.0,Male,IT,Master,Office,3,10951.0,248.0,94,2.0,Yes
43.0,Female,Finance,Master,Remote,29,15781.0,168.0,57,9.0,No
57.0,Female,IT,Bachelor,Hybrid,34,23444.0,223.0,87,5.0,Yes
41.0,Male,Finance,Diploma,Office,12,7766.0,193.0,78,2.0,No
56.0,Male,Sales,Bachelor,Remote,22,15941.0,168.0,96,8.0,No
43.0,Male,Sales,Bachelor,Hybrid,3,12846.0,178.0,81,4.0,No
21.0,Male,Sales,Diploma,Hybrid,15,7983.0,163.0,59,8.0,No
60.0,Male,HR,Bachelor,Remote,6,19657.0,178.0,76,4.0,No
35.0,Female,Finance,Diploma,Office,21,15516.0,146.0,98,3.0,No
41.0,Female,Operations,Master,Remote,28,8299.0,145.0,50,7.0,No
29.0,Male,Finance,PhD,Remote,10,15974.0,213.0,88,2.0,Yes
29.0,Female,IT,Diploma,Remote,32,21657.0,140.0,78,5.0,No
30.0,Female,Marketing,Bachelor,Remote,28,13837.0,202.0,94,7.0,No
46.0,Male,Sales,Master,Office,11,13990.0,133.0,52,1.0,No
55.0,Female,Finance,Master,Remote,6,21056.0,196.0,100,4.0,No
45.0,Male,Operations,Bachelor,Office,25,9633.0,175.0,96,2.0,No
46.0,Male,IT,Diploma,Remote,8,21774.0,213.0,86,6.0,No
31.0,Female,Sales,Diploma,Hybrid,33,18378.0,172.0,80,1.0,No
58.0,Male,Sales,Bachelor,Office,12,9841.0,130.0,60,7.0,No
22.0,Male,Operations,Bachelor,Hybrid,24,10993.0,175.0,71,3.0,No
40.94125874125874,Male,IT,Diploma,Remote,23,11638.0,184.0,67,1.0,No
38.0,Male,Sales,Bachelor,Remote,16,5749.0,177.0,84,8.0,No
47.0,Male,Finance,Diploma,Remote,1,15172.0,194.0,55,7.0,No
54.0,Male,IT,Master,Office,12,10045.0,166.0,52,2.0,Yes
47.0,Male,HR,Bachelor,Hybrid,30,15334.0,148.0,54,4.0,No
37.0,Male,Operations,Diploma,Office,28,8191.0,155.0,58,3.0,No
44.0,Female,Operations,Bachelor,Office,27,18154.0,167.0,77,9.0,No
36.0,Female,Finance,Bachelor,Remote,26,17319.0,167.0,68,8.0,Yes
27.0,Female,Operations,PhD,Hybrid,14,10824.0,240.0,77,5.0,No
26.0,Male,Operations,Bachelor,Remote,30,15618.0,211.0,76,7.0,No
44.0,Male,IT,Bachelor,Office,14,14373.0,197.0,62,3.0,No
53.0,Female,Sales,Bachelor,Remote,32,20670.0,191.0,87,1.0,No
49.0,Female,Finance,Bachelor,Hybrid,19,9354.0,187.0,92,1.0,No
42.0,Female,IT,Master,Remote,11,13315.0,188.0,70,2.0,No
46.0,Male,Sales,Bachelor,Hybrid,8,11117.0,184.0,76,8.0,No
48.0,Female,IT,Bachelor,Hybrid,22,14202.0,181.0,95,1.0,Yes
41.0,Female,Marketing,Diploma,Remote,7,16400.0,128.0,55,5.0,No
27.0,Male,IT,Bachelor,Office,31,11067.0,171.0,87,9.0,No
37.0,Female,Operations,Master,Remote,13,12362.0,174.0,98,9.0,No
40.0,Male,Sales,Master,Office,26,15631.141858839972,161.0,60,2.0,No
40.0,Male,Finance,Bachelor,Office,24,20108.0,166.0,96,7.0,No
42.0,Male,Finance,Bachelor,Remote,12,16221.0,188.0,90,1.0,Yes
48.0,Female,Sales,Master,Office,20,15631.141858839972,199.0,66,3.0,No
60.0,Female,Operations,Master,Office,30,12951.0,187.0,88,6.0,No
27.0,Male,HR,Diploma,Remote,4,16467.0,199.0,56,9.0,No
21.0,Female,IT,Bachelor,Remote,12,15025.0,199.0,79,10.0,Yes
52.0,Female,Sales,Bachelor,Remote,27,6580.0,173.0,70,2.0,No
33.0,Female,Marketing,Master,Office,24,16576.0,193.0,50,7.0,No
50.0,Female,Sales,Diploma,Hybrid,34,10127.0,136.0,74,4.0,No
40.94125874125874,Male,IT,Bachelor,Office,6,7624.0,170.0,81,2.0,No
39.0,Female,Finance,Master,Hybrid,31,6492.0,167.0,57,3.0,No
52.0,Male,HR,Diploma,Remote,2,13028.0,218.0,54,6.0,Yes
50.0,Male,Marketing,Bachelor,Hybrid,21,9426.0,188.0,79,4.0,No
49.0,Female,Finance,Bachelor,Remote,7,3531.0,147.0,100,9.0,No
49.0,Male,Sales,Bachelor,Remote,16,12387.0,195.0,57,8.0,No
50.0,Female,IT,Bachelor,Hybrid,26,11792.0,203.0,98,10.0,No
36.0,Female,Sales,Bachelor,Remote,32,13325.0,178.0,68,9.0,No
60.0,Male,IT,Diploma,Hybrid,16,11170.0,197.0,93,4.0,No
39.0,Male,Operations,Bachelor,Remote,11,22232.0,118.0,79,4.0,No
38.0,Male,HR,Master,Office,26,16328.0,113.0,64,9.0,Yes
21.0,Male,Operations,Master,Office,7,11752.0,151.0,85,8.0,No
34.0,Female,Operations,Diploma,Remote,22,13714.0,184.0,93,2.0,No
22.0,Female,Sales,Diploma,Remote,28,20366.0,218.0,76,8.0,No
48.0,Female,HR,Bachelor,Hybrid,19,18305.0,152.0,62,1.0,No
20.0,Male,IT,Bachelor,Office,15,7717.0,159.0,63,9.0,No
58.0,Male,IT,Bachelor,Hybrid,16,9616.0,182.0,86,9.0,No
24.0,Male,Marketing,Bachelor,Remote,15,10482.0,168.0,97,8.0,No
21.0,Female,Finance,Diploma,Remote,18,12021.0,166.0,79,5.0,Yes
28.0,Male,Marketing,Diploma,Hybrid,7,11321.0,169.0,88,5.0,No
49.0,Female,Marketing,Bachelor,Remote,28,14153.0,213.0,96,3.0,No
59.0,Male,IT,Bachelor,Office,25,17311.0,208.0,62,5.0,No
23.0,Female,Sales,Diploma,Hybrid,30,18062.0,181.0,65,4.0,Yes
